Column1,names,allpos,pvalRandom,pvalFamily,average
2333,cdo412b,5040.44,0.055440847,0.061332138,0.058386493
680,psr922b,1483.92,0.093180888,0.023882563,0.058531726
2988,brd102,6624.88,0.115793826,0.001368534,0.05858118
189,aoc1,394.51,0.117826476,1.31E-08,0.058913245
2999,umc1505,6680.37,0.084541819,0.033534098,0.059037958
1489,mbd121,3295.8,0.095686861,0.022669892,0.059178377
440,gpm801a,890.35,0.118398049,5.71E-05,0.059227574
441,gpm660a,890.57,0.118398049,5.71E-05,0.059227574
442,nfa103a,890.58,0.118398049,5.71E-05,0.059227574
439,bcd808a,890.17,0.118398049,5.74E-05,0.059227724
443,umc2189,890.68,0.118398049,6.12E-05,0.059229624
3072,gpm257d,6888.91,0.084168375,0.034623455,0.059395915
1829,gpm706d,3969.08,0.049861817,0.069411875,0.059636846
216,IDP2412,434.36,0.119351702,1.88E-05,0.059685251
1604,umc86b,3567.8,0.005394017,0.114678589,0.060036303
626,AY110266,1403.62,0.058427146,0.062138998,0.060283072
1078,IDP1434,2260.61,0.119412813,0.001371695,0.060392254
2163,gpm776c,4639.48,0.029173107,0.092245561,0.060709334
16,umc94a,38.62,0.000101452,0.122587098,0.061344275
2148,AY104923,4615.41,0.00303304,0.119780933,0.061406986
1046,IDP4031,2195.19,0.121698146,0.001233136,0.061465641
1633,umc2036,3639.71,0.036412449,0.086520692,0.061466571
759,gpm89b,1570.22,0.122717021,0.000233062,0.061475041
1843,umc1941,4007.67,0.078071585,0.044983377,0.061527481
245,umc2233,472.89,0.12338486,2.16E-05,0.06170323
2651,gpm531b,5811.84,0.123717713,1.16E-05,0.061864657
2523,AY106269,5536.83,0.123907676,3.50E-07,0.061954013
2379,umc110a,5119.88,0.124123481,0.0002245,0.06217399
3215,bnlg1677,7139.41,0.123890976,0.000644585,0.062267781
1143,umc2050,2408.31,0.108406374,0.016236963,0.062321668
2378,umc56,5116.98,0.124474721,0.000391535,0.062433128
2822,gpm46,6269.42,0.12514316,2.44E-06,0.0625728
2375,IDP470,5109.02,0.112215159,0.013355248,0.062785203
2538,nfd110,5585.98,0.093901115,0.031741985,0.06282155
1289,gpm480,2881.19,0.111261081,0.014838175,0.063049628
227,mmp101,439.58,0.094731221,0.031566282,0.063148751
2400,gpm392,5148.19,0.128475775,6.73E-08,0.064237921
1539,sbp2,3404.41,0.128711216,2.21E-06,0.064356713
2088,umc1379,4502.21,0.035206271,0.093517981,0.064362126
2265,umc1978,4911.93,0.088673777,0.040257389,0.064465583
2282,AY110576,4931.83,0.032595721,0.096606544,0.064601132
159,sus2,327.41,0.100712489,0.028502268,0.064607378
2030,umc1105,4404.07,0.129529576,1.54E-08,0.064764796
2095,gpm109a,4516.09,0.083449916,0.046155283,0.064802599
3221,gpm54a,7150.83,0.003010774,0.126642084,0.064826429
815,umc2085,1685.5,0.110256411,0.019488189,0.0648723
244,umc1321,471.59,0.129655569,0.000113613,0.064884591
1037,gpm271,2183,0.08934249,0.040502595,0.064922542
174,umc2227,359.26,0.125284927,0.004710719,0.064997823
2392,umc1324,5142.59,0.110865247,0.020126234,0.06549574
1413,gpm936a,3109.13,0.108314504,0.023187,0.065750752
2390,gpm624,5139.34,0.111746456,0.020253632,0.066000044
975,umc2263,2097.83,0.132034731,8.77E-06,0.06602175
550,bnlg1297,1200.91,0.101665174,0.030390534,0.066027854
1376,psr128,3057.45,0.000892062,0.132022139,0.0664571
1149,umc1528,2414.51,0.126403274,0.006657851,0.066530563
980,umc1900,2102.43,0.133221718,1.66E-06,0.066611689
1552,IDP1459,3441.3,0.104858279,0.028644615,0.066751447
973,rz382a,2094.13,0.13355572,3.66E-05,0.06679616
1055,AY111507,2201.39,0.112280033,0.02203522,0.067157627
2912,ufg64,6374.42,0.000162278,0.134467937,0.067315108
1659,AY110835,3701.54,0.046820267,0.088236904,0.067528586
2864,sbp4,6311.09,0.132803922,0.002777011,0.067790466
1421,mpik3,3127.26,0.126757193,0.009301539,0.068029366
1946,bnlg1867,4283.33,0.122598867,0.013836259,0.068217563
2343,IDP574,5057.59,0.011012006,0.125899071,0.068455539
1316,mmp111,2949.11,0.032334732,0.104969401,0.068652066
2325,isu86,5017.54,0.120133212,0.017697576,0.068915394
1464,umc158,3233.97,0.137911898,5.61E-05,0.068983999
124,IDP349,257.65,0.012672961,0.126327181,0.069500071
2603,IDP2456,5729.44,1.24E-11,0.13909331,0.069546655
3071,jpsb527c,6887.93,0.101523319,0.037871858,0.069697589
109,gpm857,225.64,0.14002102,7.75E-08,0.070010549
2153,gpm785,4627.63,0.008570963,0.132007862,0.070289413
1557,gpm167a,3451.22,0.101543152,0.039057768,0.07030046
966,ufg44,2084.93,0.139673419,0.00122486,0.07044914
2101,gpm709b,4523.75,0.141013911,0.000163827,0.070588869
2165,IDP3956,4641.06,0.024294112,0.117113476,0.070703794
2084,gpm250b,4497.02,0.05775706,0.083657286,0.070707173
1554,gpm350b,3445.42,0.128569304,0.012935401,0.070752353
693,IDP363,1486.85,0.109133307,0.033229949,0.071181628
1895,IDP471,4172.11,0.027654206,0.114897763,0.071275984
1054,cdo105,2200.69,0.10214866,0.040460682,0.071304671
2286,gpm864a,4935.36,0.041413137,0.101611248,0.071512193
745,AI861369,1548.48,0.142303538,0.001193652,0.071748595
1949,gpm116b,4288.52,0.087187415,0.056375324,0.07178137
1375,umc1511,3055.25,0.012653561,0.131170674,0.071912118
2475,gpm880b,5391.19,0.049924406,0.094088207,0.072006307
2154,gpm922b,4627.67,0.007989104,0.136048091,0.072018597
125,AY106592,257.82,0.024695547,0.119404768,0.072050158
2170,nfa102a,4652.67,0.018724395,0.125382241,0.072053318
1175,AW258116,2457.11,0.015467188,0.128917207,0.072192197
942,nfc104c,2050.23,0.140662028,0.003883395,0.072272712
3180,gpm522b,7046.81,0.001376926,0.143914822,0.072645874
1225,umc2008,2617.14,0.031957045,0.113765646,0.072861346
2214,IDP1688,4773.44,0.146893927,3.44E-05,0.073464164
2524,npi585a,5549.03,0.14724234,2.24E-07,0.073621282
717,umc1079,1510.36,0.136170898,0.011200198,0.073685548
2287,bnlg1094,4935.53,0.068261057,0.079333095,0.073797076
1622,jpsb239a,3598.71,0.042172212,0.105767597,0.073969904
758,gpm622c,1569.83,0.146731847,0.001414788,0.074073318
1873,bnlg1118,4105.48,0.013015403,0.135182211,0.074098807
2421,gpm576b,5195.79,0.011437327,0.136947485,0.074192406
2035,gpm581a,4410.48,0.148401484,8.49E-06,0.074204987
329,bcd98a,647.91,0.000503024,0.147924706,0.074213865
15,AY110314,29.42,0.001151429,0.147277473,0.074214451
1848,umc2306,4015.17,0.147881565,0.000711281,0.074296423
2172,gpm10b,4656,0.023898839,0.124728461,0.07431365
1262,gpm34c,2745.08,0.148603221,5.93E-05,0.074331261
1463,gpm466a,3233.68,0.149126464,1.04E-05,0.074568432
1414,umc2027,3109.86,0.097421663,0.051756427,0.074589045
1850,gpm428a,4016.86,0.085429818,0.063992765,0.074711292
2026,gpm390a,4397.34,0.149847169,1.52E-06,0.074924344
399,umc1383,803.75,9.48E-13,0.150917892,0.075458946
250,gpm150b,483.14,0.15074713,0.000331434,0.075539282
1783,csu302,3854.46,0.001182535,0.150197702,0.075690119
713,gpm91,1502.26,0.059714845,0.091691973,0.075703409
325,IDP1656,637.8,3.75E-05,0.151370539,0.075704026
2261,mmp75,4910.23,0.078581971,0.072989684,0.075785827
1482,umc15a,3285.88,0.013022818,0.138744202,0.07588351
2393,IDP2483,5144.19,0.080725797,0.071041569,0.075883683
2315,umc1138,5002.74,0.000455079,0.151501015,0.075978047
763,gpm565a,1580.61,0.024530946,0.127540806,0.076035876
110,gpm559,225.98,0.152147992,1.07E-08,0.076074001
1320,gpm817,2963.8,0.004726636,0.147810304,0.07626847
2803,IDP3890,6241.72,0.153266151,8.73E-06,0.076637441
226,IDP676,439.48,0.126202686,0.027394447,0.076798567
1360,umc42a,3048.43,0.067303603,0.086346538,0.07682507
1297,gpm335,2900.32,0.048783945,0.105274667,0.077029306
2986,IDP132,6624.57,0.151915053,0.002414025,0.077164539
1022,umc1693a,2175.83,0.103199365,0.051363329,0.077281347
1146,gpm811,2412.95,0.155115301,0.000173852,0.077644576
2098,jpsb107b,4519.11,0.027600844,0.12809582,0.077848332
3067,AY110411,6881.23,0.149884433,0.006949435,0.078416934
2514,gpm889,5519.05,0.156939682,0.000448312,0.078693997
1417,mmp97,3114.56,0.154858845,0.002710833,0.078784839
1594,gpm548b,3553.27,0.067308321,0.090292602,0.078800461
217,gpm429c,434.37,0.157517565,0.000194588,0.078856077
1056,AY111541,2204.69,0.06128005,0.09662675,0.0789534
2780,umc2336,6170.72,0.157912209,0.00057433,0.079243269
1784,IDP285,3855.2,0.000317719,0.158179647,0.079248683
848,AY109592,1742.7,0.007597533,0.151478859,0.079538196
1117,mmp5,2347.6,0.002429323,0.156862776,0.079646049
2481,gpm551,5413.3,0.159182935,0.000114772,0.079648853
2990,IDP65,6625.61,0.142319583,0.017128091,0.079723837
2692,lim301,5904.39,0.010097007,0.149576062,0.079836534
1304,adh2,2907.11,0.018116358,0.14192635,0.080021354
286,umc2235,548.4,0.023440313,0.136862838,0.080151575
2744,bnlg2122,6066.3,0.05918163,0.101392299,0.080286964
695,IDP488,1486.88,0.125437663,0.035467146,0.080452405
2584,IDP1449,5680.94,0.004191216,0.156805917,0.080498567
494,umc2241,1029.5,0.15585662,0.005154906,0.080505763
1033,gpm859,2182.72,0.069053508,0.092300896,0.080677202
1319,IDP388,2960.31,0.007227187,0.154389925,0.080808556
855,gpm466b,1784.29,0.16081927,0.000878243,0.080848757
262,IDP4037,504.06,0.161638956,0.000122631,0.080880794
1192,IDP546,2490.97,0.13664653,0.025321115,0.080983823
2939,gpm601a,6430.46,0.159872745,0.002129427,0.081001086
2314,umc2142,5001.34,0.003635547,0.158636746,0.081136147
167,IDP739,339.06,0.143110203,0.020794376,0.08195229
1147,AY107018,2414.15,0.164052239,8.47E-05,0.08206847
2614,mmp15,5748.25,0.001850505,0.162682796,0.08226665
2876,umc1107,6330.92,0.019030457,0.146591096,0.082810776
3049,gpm391,6856.26,0.154344625,0.011534067,0.082939346
2000,gpm604a,4356.19,0.158437982,0.007532969,0.082985475
104,gpm796a,220.99,0.166363667,2.59E-05,0.083194784
2532,gpm178b,5564.98,0.166846423,2.39E-08,0.083423223
3205,gpm708e,7112.56,7.13E-05,0.166784082,0.083427684
2313,umc1983,4999.34,0.011374775,0.155719692,0.083547234
2682,gpm359c,5885.64,7.33E-07,0.168974489,0.084487611
3073,sdg108b,6888.92,0.131625303,0.037542468,0.084583886
1661,ufg25,3705.91,0.003269831,0.165989187,0.084629509
2866,gpm165,6313.29,0.123126187,0.046189995,0.084658091
2987,gpm937b,6624.68,0.168922549,0.00067788,0.084800215
2700,php20793,5922.49,0.034735632,0.135370691,0.085053161
287,umc1748,552,0.09400464,0.076287216,0.085145928
2085,umc2141,4500.51,0.040315531,0.130008246,0.085161889
2765,AY107496,6131.78,0.170217613,0.000220304,0.085218959
1912,gpm539a,4224.2,0.108706585,0.062805125,0.085755855
1439,umc2038,3171.37,0.171548041,8.30E-05,0.085815521
691,IDP467,1486.46,0.056068535,0.116102215,0.086085375
1191,gpm850b,2489.07,0.143111345,0.029704387,0.086407866
817,npi113b,1689.2,0.157681717,0.015239203,0.08646046
1483,gpm772a,3287.8,0.029287763,0.143787905,0.086537834
1845,umc51a,4008.77,0.048874081,0.125023711,0.086948896
1292,gpm574a,2891.79,0.075957671,0.098329698,0.087143685
2328,mmp21,5020.34,0.124549185,0.049926036,0.08723761
2926,gpm135,6408.03,0.109100008,0.065385643,0.087242826
2652,umc2356,5812.98,0.174224857,0.000526321,0.087375589
3069,umc2067,6884.53,0.169555066,0.005965169,0.087760117
19,IDP755,52.47,0.018514234,0.157176967,0.087845601
3047,npi105a,6853.22,0.028260835,0.147442141,0.087851488
1672,IDP2380,3730.61,0.026677467,0.149208417,0.087942942
1562,umc1180,3459.01,0.114303099,0.061853733,0.088078416
1465,gpm805a,3234.08,0.176573886,4.22E-06,0.088289053
3009,psr119c,6718.3,0.115457947,0.061478669,0.088468308
2489,IDP1987,5434.43,0.01347331,0.164201795,0.088837552
2152,gpm922i,4627.53,0.013389686,0.164549772,0.088969729
1023,bnlg1601,2176.13,0.070642928,0.107329737,0.088986333
1449,umc1667,3209.47,0.06351972,0.114494504,0.089007112
2675,bnlg1031,5855.19,0.145362939,0.03291781,0.089140375
132,umc13,268.95,0.000178362,0.17829427,0.089236316
1663,IDP681,3717.44,0.178432324,5.78E-05,0.089245062
2859,gpm68,6301.37,0.17477599,0.004259087,0.089517538
2061,bnlg1154,4458.08,0.02589634,0.153912557,0.089904449
2025,IDP613,4397.03,0.180389504,1.32E-07,0.090194818
1904,umc2307,4187.68,0.110868297,0.06976356,0.090315929
1794,gpm253c,3895.04,0.00944899,0.17128076,0.090364875
242,umc2232,469.29,0.181302328,4.59E-06,0.090653459
1918,gpm383a,4240.87,0.159858944,0.021872063,0.090865503
1427,IDP600,3138.76,0.149857125,0.031914581,0.090885853
2944,npi443,6455.05,0.182701395,2.55E-08,0.09135071
2540,IDP144,5593.77,0.020736325,0.162405152,0.091570738
1547,IDP4019,3427.21,0.097409575,0.08591909,0.091664333
2943,IDP192,6452.76,0.183347649,9.65E-07,0.091674307
2952,asg44,6486.35,0.172747735,0.011385711,0.092066723
1013,gpm150a,2163.32,0.094087818,0.090768356,0.092428087
2218,gpm12,4783.33,0.185418494,1.42E-08,0.092709254
1291,psr144b,2890.1,0.048681927,0.137004105,0.092843016
1832,IDP163,3978.73,3.27E-07,0.185996694,0.092998511
2775,isu111b,6161.61,0.181262988,0.004880805,0.093071897
962,mmc0312a,2082.73,0.184962607,0.001728446,0.093345526
108,IDP1483,224.74,0.186716598,1.01E-08,0.093358304
215,IDP2367,432.06,0.186862581,6.80E-05,0.093465291
2032,umc1857,4408.27,0.187539016,3.70E-07,0.093769693
1684,AY111142,3750.61,0.040994912,0.147319921,0.094157416
2285,cyp6,4934.93,0.02966255,0.15883666,0.094249605
1188,gpm268c,2483.85,0.131122573,0.05752564,0.094324107
2982,umc1714,6612.47,0.141369377,0.047566091,0.094467734
912,bnlg1325,1943.28,0.187580591,0.001565391,0.094572991
1903,gpm855,4187.17,0.155279113,0.034276524,0.094777819
2237,gpm25b,4851.78,0.189459572,0.000436551,0.094948061
20,AY107629,54.63,0.00359097,0.187176635,0.095383803
2383,gpm690,5120.58,0.187498631,0.00378052,0.095639575
2017,AY111964,4376.27,0.19137338,2.04E-05,0.09569689
1669,IDP322,3726.41,0.093866888,0.097622281,0.095744584
790,gpm613,1639.04,9.17E-08,0.191523693,0.095761892
1144,umc1135,2410.31,0.182918959,0.008605909,0.095762434
747,bcd926b,1550.39,0.187724792,0.004366284,0.096045538
541,IDP776,1175.26,0.1833012,0.008826831,0.096064015
2267,sdg101,4913.95,0.033869472,0.158523324,0.096196398
1150,gpm159,2414.71,0.192054699,0.000355083,0.096204891
2118,gpm652b,4556.47,0.00654323,0.185919867,0.096231549
1183,umc2275,2480.32,0.166779829,0.026614222,0.096697026
926,gpm423a,2017.7,0.185799416,0.007820725,0.09681007
1182,umc1140,2479.32,0.163720697,0.030057428,0.096889063
1744,IDP1470,3810.05,0.195090052,3.64E-05,0.097563226
2720,npi107,5962.59,0.194987774,0.000288635,0.097638205
2674,gpm249b,5854.46,0.125893163,0.070158235,0.098025699
2156,lim151,4628.12,0.016282634,0.17977436,0.098028497
2833,umc1191,6277.88,0.19237517,0.003931678,0.098153424
2140,gpm908a,4603.07,2.43E-06,0.196534177,0.098268303
806,gpm380,1675.48,0.042202341,0.154402096,0.098302218
2345,gpm296c,5057.95,0.192706842,0.004043523,0.098375183
131,IDP3865,268.94,0.000266344,0.196979966,0.098623155
1897,umc104b,4175.18,0.070355518,0.127094159,0.098724839
14,mmp102,24.42,0.003894462,0.194107607,0.099001034
2357,gpm248,5078.69,0.191503171,0.007595475,0.099549323
3189,bnlg1028,7070.6,0.192327794,0.006920497,0.099624146
2125,gpm490a,4575.63,0.065017833,0.134313005,0.099665419
1603,IDP2557,3566.94,0.021258631,0.178360898,0.099809764
2316,IDP872,5005.01,0.00134779,0.198506773,0.099927281
1852,sdg117b,4020.2,0.189184236,0.011533457,0.100358847
1743,mmp58,3810.04,0.20084566,4.81E-05,0.10044688
837,psr144a,1720.6,0.028040292,0.173059291,0.100549792
135,gpm63b,273.2,0.000788268,0.200469931,0.1006291
2034,gpm539b,4410.17,0.201673953,2.22E-06,0.100838086
1021,IDP138,2175.2,0.102837148,0.099040968,0.100939058
795,AY109583,1648.49,0.031158917,0.170762739,0.100960828
1481,npi444,3284.18,0.052699309,0.149672297,0.101185803
2488,umc1592,5433.8,0.001398537,0.201335683,0.10136711
1733,mmp154a,3805.22,0.202776476,5.05E-06,0.101390763
2446,gpm756b,5276.6,0.197127395,0.00573494,0.101431168
378,ufg61,766.67,2.91E-07,0.203111977,0.101556134
2087,AY110435,4501.41,0.053525052,0.149610453,0.101567753
107,AY109929,223.74,0.203291613,5.67E-08,0.101645835
162,asg75,334.85,0.130891158,0.073783398,0.102337278
2690,umc1268,5894.79,9.92E-06,0.205015804,0.10251286
1492,IDP867,3298.6,0.175650128,0.02949487,0.102572499
2018,gpm486a,4376.84,0.20528764,3.24E-05,0.10266002
2764,umc1967,6129.31,0.205455438,3.43E-05,0.102744869
2846,IDP312,6294.28,0.205433315,7.08E-05,0.102752058
2779,gpm602a,6162.45,0.203049712,0.003112444,0.103081078
943,umc1392,2051.11,0.206248815,0.000496603,0.103372709
2734,gpm880c,6040,0.028755008,0.178099754,0.103427381
1318,umc2039,2956.41,0.012673884,0.194760192,0.103717038
1480,gpm307c,3284.17,0.058734383,0.148789925,0.103762154
89,umc76a,196.73,0.20832796,0.000152341,0.104240151
1809,gpm427,3920.61,0.19465238,0.013872088,0.104262234
537,IDP2371,1157.22,0.208892999,1.82E-07,0.10444659
699,IDP383,1489.38,0.061281811,0.147770618,0.104526214
1736,AY107844,3806.35,0.208113538,0.001393629,0.104753583
3216,sgb103,7140.12,0.209635784,0.000135691,0.104885738
1931,isu85a,4272.72,0.07440478,0.136359373,0.105382077
786,IDP660,1620.62,0.027086483,0.183836564,0.105461524
65,gpm403b,131.93,0.006195697,0.205135847,0.105665772
1026,IDP1433,2177.79,0.200095974,0.011270333,0.105683153
711,mmc0401,1499.66,0.015262785,0.196344247,0.105803516
2451,chc101a,5294.9,0.035655391,0.176084475,0.105869933
775,IDP1657,1604.48,0.029581058,0.182500975,0.106041017
3204,IDP3850,7108.27,0.000397095,0.211898088,0.106147591
1875,nnr2,4114.58,0.087485288,0.12534184,0.106413564
2483,gpm910,5422.22,0.112850761,0.100044295,0.106447528
288,umc1919a,554.2,0.055239877,0.158291078,0.106765478
2031,umc1979,4405.37,0.21515134,1.81E-08,0.107575679
1567,AY109859,3468.61,0.211712664,0.003749895,0.107731279
1656,IDP222,3700.26,0.019758716,0.196065133,0.107911924
846,umc1256,1741.8,0.009821912,0.206339873,0.108080892
2016,gpm137b,4372.67,0.216229335,3.80E-06,0.108116568
2334,bnlg1808,5041.34,0.022345396,0.194030762,0.108188079
1735,gtc102,3806.34,0.216668474,4.71E-05,0.108357787
137,AY110632,276.45,0.005447461,0.212210731,0.108829096
2981,umc2131,6611.97,0.172552961,0.04539381,0.108973386
1675,gpm615,3735.58,0.008627745,0.20942432,0.109026032
2086,gpm712a,4500.67,0.012815284,0.206336781,0.109576032
2065,gpm233,4474.5,0.020565731,0.198903069,0.1097344
1278,cyp5,2806.6,0.022724648,0.196883235,0.109803942
1422,IDP1667,3129.8,0.160961055,0.058885212,0.109923134
1279,gpm521b,2822.79,0.022497143,0.197498592,0.109997868
2340,gpm788a,5051.57,0.000947213,0.219154022,0.110050617
1399,AY110355,3086.56,0.215251451,0.005199321,0.110225386
696,IDP183,1487.06,0.145329864,0.075296414,0.110313139
2264,kpp1,4910.83,0.076233786,0.145299442,0.110766614
982,umc1223,2104.43,0.221335773,0.000657979,0.110996876
2979,IDP2554,6606.39,0.082857024,0.139639451,0.111248237
474,umc257,961.7,0.222555127,1.92E-06,0.111278524
1041,mmc0022,2188.27,0.155277102,0.067506904,0.111392003
2537,gpm595,5576.3,0.082822957,0.141413726,0.112118341
847,umc1252,1742,0.008686353,0.216516876,0.112601614
778,bnlg2077,1615.89,0.071184946,0.154275131,0.112730039
818,npi298a,1689.4,0.222998228,0.002473483,0.112735856
2213,gpm926d,4771.15,0.225483837,6.19E-05,0.112772869
1180,gpm239a,2476.78,0.143003338,0.082885471,0.112944404
1548,bnlg589,3430.31,0.161986908,0.064732598,0.113359753
1812,umc2303,3923.86,0.224711848,0.002014947,0.113363397
2992,IDP1488,6635.72,0.222694588,0.004999373,0.113846981
1898,IDP1955,4176.88,0.041768611,0.186086148,0.113927379
1737,sdg129,3806.44,0.227578872,0.000446958,0.114012915
2485,IDP127,5429.66,0.000115433,0.227941803,0.114028618
2001,IDP1654,4357.35,0.220754645,0.008090734,0.11442269
1460,bnl10.05,3226.17,0.22915627,1.52E-05,0.114585735
1186,IDP472,2483.69,0.202033622,0.027969205,0.115001413
1540,bnlg1565,3405.81,0.23045545,2.15E-07,0.115227833
1550,gpm803b,3435.09,0.112807025,0.118363737,0.115585381
2083,gpm882,4497.01,0.056876709,0.174348523,0.115612616
3017,AW225120,6754.1,0.231214892,4.42E-05,0.115629546
2066,gpm269d,4474.51,0.011462784,0.219936938,0.115699861
765,nfd101b,1581.78,0.130451025,0.102434971,0.116442998
2348,bnl5.46c,5065.66,0.232503213,0.000830844,0.116667029
1795,gpm570,3895.6,0.001855388,0.232395921,0.117125655
968,AY109870,2089.53,0.233051795,0.001293975,0.117172885
1430,gpm366,3146.69,0.144916928,0.091355318,0.118136123
473,IDP823,951.82,0.236619837,1.44E-05,0.118317118
1793,umc1966,3892.96,3.14E-05,0.236783884,0.118407638
523,IDP1478,1108.73,0.224212461,0.013257054,0.118734757
925,gpm580b,2017.5,0.222863753,0.015402472,0.119133113
18,lim179,47.02,0.201527622,0.037634265,0.119580943
444,gpm521a,891.3,0.239413131,4.92E-05,0.119731165
2658,IDP421,5821.28,0.152588224,0.087564794,0.120076509
2450,AY106318,5294.89,0.023492267,0.216802676,0.120147471
710,umc2110,1498.56,0.022097645,0.218668931,0.120383288
111,AY110052,227.94,0.242087832,2.21E-07,0.121044027
2338,IDP1977,5046.77,0.010871322,0.231291567,0.121081444
983,gpm236,2106.02,0.240948425,0.001775029,0.121361727
746,gpm662a,1548.49,0.24026065,0.003527852,0.121894251
2164,gpm197a,4640.23,0.025982683,0.218512376,0.12224753
2539,mmp120,5591.03,0.085226329,0.160024107,0.122625218
3056,IDP2430a,6864.66,0.245445434,1.17E-06,0.122723302
704,gpm749,1491.52,0.026860688,0.219589238,0.123224963
908,umc1458,1937.21,0.131684699,0.114773377,0.123229038
3217,AY110016,7140.91,0.246953381,8.95E-05,0.12352144
112,gpm838a,228.09,0.206635098,0.040777557,0.123706327
3019,umc2053,6766.2,0.05405846,0.195182262,0.124620361
794,IDP3918,1647.97,0.02767087,0.222602781,0.125136825
2996,IDP1419,6666.58,0.250759716,1.07E-05,0.125385208
3195,IDP263,7084.4,0.248585681,0.002886801,0.125736241
2117,gpm426b,4555.69,0.029010339,0.222950428,0.125980383
522,gpm308a,1104.3,0.240784925,0.012354206,0.126569566
697,mmp119,1487.55,0.099384618,0.153845393,0.126615006
2997,umc1982,6678.37,0.250999852,0.003116675,0.127058264
3182,umc1477,7056.4,0.216455383,0.037998584,0.127226984
1428,IDP308,3139.55,0.100729611,0.154035752,0.127382682
11,IDP1464,21.17,0.027493036,0.22796049,0.127726763
1565,gpm663b,3463.66,0.211147213,0.044875754,0.128011484
2169,hdt103,4651.34,0.126694465,0.130412517,0.128553491
2730,gpm646b,6022.61,0.015855484,0.241357033,0.128606258
776,umc36b,1613.99,0.057393123,0.20000981,0.128701467
3131,mzetc34,6958.2,0.257493298,2.23E-05,0.128757799
1228,IDP406,2619.06,0.03035854,0.22770192,0.12903023
271,IDP846,520.8,0.028610501,0.230460795,0.129535648
1072,gpm397a,2252.28,0.216297293,0.042945994,0.129621644
2693,gpm234a,5904.56,0.125756648,0.133682816,0.129719732
1027,gpm158,2177.9,0.250333434,0.010168584,0.130251009
2968,isu49,6575.96,0.257587571,0.00386979,0.13072868
1277,gpm741a,2801.56,0.261691855,0.000311697,0.131001776
1074,AI770873,2258.2,0.262504234,0.000135418,0.131319826
2448,npi380,5288.79,0.240288309,0.022516015,0.131402162
1458,gpm433,3224.37,0.261393381,0.00166266,0.131528021
981,gpm462,2102.66,0.263363621,1.25E-05,0.131688061
1129,gpm211,2361.52,0.007699098,0.257673674,0.132686386
10,bnl5.62a,21.12,0.03076193,0.235191651,0.13297679
88,IDP645,193.89,0.249823254,0.016192566,0.13300791
827,gpm728b,1708.17,0.214874398,0.05165821,0.133266304
2998,bnlg1129,6678.77,0.257875753,0.009348872,0.133612312
48,php20689,99.42,0.157911482,0.109339217,0.133625349
269,AY110566,517.3,0.006303087,0.262179004,0.134241045
2262,gpm273b,4910.24,0.154074242,0.114674222,0.134374232
2410,asg32,5171.59,0.248919153,0.020571446,0.1347453
3184,umc1045,7065.9,0.26740655,0.002111457,0.134759003
366,AY110313,733.64,7.07E-07,0.269728506,0.134864606
275,umc1811,524.8,0.00077843,0.269698442,0.135238436
175,IDP2553,364.8,0.162163982,0.10987754,0.136020761
1434,gsy289b,3159.18,0.189960846,0.082960352,0.136460599
2991,gpm557a,6635.49,0.26507423,0.008027288,0.136550759
777,chr119,1615.49,0.07883411,0.194481958,0.136658034
1040,gpm110,2185.47,0.167042282,0.106431891,0.136737086
3048,gpm354,6853.83,0.245736183,0.027810751,0.136773467
87,npi403b,182.13,0.264988689,0.00866234,0.136825514
976,umc1504,2098.23,0.274613288,2.83E-06,0.137308059
2053,AY107053,4447.39,0.109029507,0.166133988,0.137581747
400,umc2240,804.95,1.06E-12,0.275191086,0.137595543
379,bnlg1643,766.98,3.86E-07,0.275648938,0.137824662
349,IDP644,698.96,0.042654665,0.233145789,0.137900227
1242,npi420,2661.75,0.275656268,0.00050503,0.138080649
1092,IDP249,2286.76,0.260685248,0.015679832,0.13818254
2260,umc2326,4909.83,0.225987441,0.050395522,0.138191481
1032,gpm215,2182.71,0.165197601,0.112524788,0.138861195
2580,AY109740,5668.63,0.194689911,0.084321318,0.139505614
2131,umc38a,4590.91,0.011056057,0.268370922,0.13971349
136,gpm498c,276.24,0.001633408,0.277897389,0.139765399
1437,umc104a,3168.77,0.271897681,0.007879914,0.139888797
49,umc1685,101.32,0.226149749,0.054059763,0.140104756
692,gpm835c,1486.73,0.148818102,0.13168082,0.140249461
1920,gpm885,4241.77,0.093825976,0.186970291,0.140398133
858,bnlg1893,1795.9,0.207836164,0.073673861,0.140755012
2402,psr135a,5158.49,0.281508389,5.64E-06,0.140757015
2510,gpm11,5512.51,0.281864957,8.44E-05,0.140974679
249,gpm349,481.2,0.281704364,0.000569592,0.141136978
2536,csu329,5575.93,0.038609005,0.243909005,0.141259005
1044,gpm24,2194.59,0.278996788,0.003849855,0.141423322
1028,rz296b,2179.53,0.28179066,0.002833837,0.142312249
2388,bnlg2271,5138.89,0.185076518,0.099974235,0.142525376
1185,cdo118,2481.92,0.220141369,0.065576535,0.142858952
1045,gpm847,2194.6,0.279393442,0.008022721,0.143708082
536,IDP53,1157.21,0.287637417,2.56E-06,0.143819989
1668,umc1686,3725.31,0.222037001,0.065699696,0.143868348
2894,gpm815d,6355.99,0.005595948,0.283105191,0.14435057
3203,ufg62,7106.7,0.000602447,0.288310172,0.144456309
1900,gpm858c,4178.13,0.079697266,0.2093942,0.144545733
