Entry,Treatment,Line,Replicate,Height_in,comments
21,"low water, lownitrogen",Mo030,2,59,
21,"low water, lownitrogen",Mo030,3,65,
21,"low water, lownitrogen",Mo030,4,55,
21,"low water, lownitrogen",Mo030,5,54,
21,"low water, lownitrogen",Mo030,6,52,
21,"low water, lownitrogen",Mo030,7,48,
21,"low water, lownitrogen",Mo030,8,60,
21,"low water, lownitrogen",Mo030,9,53,
21,"low water, lownitrogen",Mo030,10,56,
21,"low water, lownitrogen",Mo030,11,49,
21,"low water, lownitrogen",Mo030,12,34,
21,"low water, lownitrogen",Mo030,13,46,
21,"low water, lownitrogen",Mo030,14,62,
22,"low water, lownitrogen",B73,1,40,
22,"low water, lownitrogen",B73,2,44,
22,"low water, lownitrogen",B73,3,45,
22,"low water, lownitrogen",B73,4,38,
22,"low water, lownitrogen",B73,5,48,
22,"low water, lownitrogen",B73,6,42,
22,"low water, lownitrogen",B73,7,46,
22,"low water, lownitrogen",B73,8,37,
22,"low water, lownitrogen",B73,9,41,
22,"low water, lownitrogen",B73,10,38,
22,"low water, lownitrogen",B73,11,47,
22,"low water, lownitrogen",B73,12,37,
22,"low water, lownitrogen",B73,13,46,
22,"low water, lownitrogen",B73,14,62,
23,"low water, lownitrogen",Mo031,1,62,
23,"low water, lownitrogen",Mo031,2,60,
23,"low water, lownitrogen",Mo031,3,67,
23,"low water, lownitrogen",Mo031,4,50,
23,"low water, lownitrogen",Mo031,5,59,
23,"low water, lownitrogen",Mo031,6,53,
23,"low water, lownitrogen",Mo031,7,55,
23,"low water, lownitrogen",Mo031,8,49,
23,"low water, lownitrogen",Mo031,9,70,
23,"low water, lownitrogen",Mo031,10,67,
23,"low water, lownitrogen",Mo031,11,64,
23,"low water, lownitrogen",Mo031,12,59,
23,"low water, lownitrogen",Mo031,13,68,
23,"low water, lownitrogen",Mo031,14,59,
23,"low water, lownitrogen",Mo031,15,68,
24,"low water, lownitrogen",Mo032,1,63,
24,"low water, lownitrogen",Mo032,2,72,
24,"low water, lownitrogen",Mo032,3,77,
24,"low water, lownitrogen",Mo032,4,74,
24,"low water, lownitrogen",Mo032,5,59,
24,"low water, lownitrogen",Mo032,6,73,
24,"low water, lownitrogen",Mo032,7,71,
24,"low water, lownitrogen",Mo032,8,72,
24,"low water, lownitrogen",Mo032,9,69,
24,"low water, lownitrogen",Mo032,10,69,
24,"low water, lownitrogen",Mo032,11,70,
24,"low water, lownitrogen",Mo032,12,68,
24,"low water, lownitrogen",Mo032,13,64,
24,"low water, lownitrogen",Mo032,14,62,
31,"low water, lownitrogen",Mo033,1,55,
31,"low water, lownitrogen",Mo033,2,54,
31,"low water, lownitrogen",Mo033,3,56,
31,"low water, lownitrogen",Mo033,4,58,
31,"low water, lownitrogen",Mo033,5,34,
31,"low water, lownitrogen",Mo033,6,52,
31,"low water, lownitrogen",Mo033,7,46,
31,"low water, lownitrogen",Mo033,8,57,
31,"low water, lownitrogen",Mo033,9,53,
31,"low water, lownitrogen",Mo033,10,52,
31,"low water, lownitrogen",Mo033,11,59,
31,"low water, lownitrogen",Mo033,12,45,
31,"low water, lownitrogen",Mo033,13,37,
32,"low water, lownitrogen",Mo034,1,49,
32,"low water, lownitrogen",Mo034,2,47,
32,"low water, lownitrogen",Mo034,3,43,
32,"low water, lownitrogen",Mo034,4,36,
32,"low water, lownitrogen",Mo034,5,59,
32,"low water, lownitrogen",Mo034,6,40,
32,"low water, lownitrogen",Mo034,7,49,
32,"low water, lownitrogen",Mo034,8,45,
32,"low water, lownitrogen",Mo034,9,42,
32,"low water, lownitrogen",Mo034,10,41,
32,"low water, lownitrogen",Mo034,11,43,
32,"low water, lownitrogen",Mo034,12,39,
32,"low water, lownitrogen",Mo034,13,41,
32,"low water, lownitrogen",Mo034,14,44,
32,"low water, lownitrogen",Mo034,15,51,
32,"low water, lownitrogen",Mo034,16,59,
33,"low water, lownitrogen",Mo035,1,53,
33,"low water, lownitrogen",Mo035,2,50,
33,"low water, lownitrogen",Mo035,3,50,
33,"low water, lownitrogen",Mo035,4,48,
33,"low water, lownitrogen",Mo035,5,48,
33,"low water, lownitrogen",Mo035,6,47,
33,"low water, lownitrogen",Mo035,7,57,
33,"low water, lownitrogen",Mo035,8,56,
33,"low water, lownitrogen",Mo035,9,54,
33,"low water, lownitrogen",Mo035,10,56,
33,"low water, lownitrogen",Mo035,11,53,
33,"low water, lownitrogen",Mo035,12,52,
33,"low water, lownitrogen",Mo035,13,52,
33,"low water, lownitrogen",Mo035,14,53,
33,"low water, lownitrogen",Mo035,15,56,
33,"low water, lownitrogen",Mo035,16,49,
33,"low water, lownitrogen",Mo035,17,51,
34,"low water, lownitrogen",Mo040,1,66,
34,"low water, lownitrogen",Mo040,2,62,
34,"low water, lownitrogen",Mo040,3,53,
34,"low water, lownitrogen",Mo040,4,52,
34,"low water, lownitrogen",Mo040,5,56,
34,"low water, lownitrogen",Mo040,6,53,
34,"low water, lownitrogen",Mo040,7,57,
34,"low water, lownitrogen",Mo040,8,56,
34,"low water, lownitrogen",Mo040,9,47,
34,"low water, lownitrogen",Mo040,10,63,
34,"low water, lownitrogen",Mo040,11,57,
34,"low water, lownitrogen",Mo040,12,58,
34,"low water, lownitrogen",Mo040,13,56,
34,"low water, lownitrogen",Mo040,14,59,
34,"low water, lownitrogen",Mo040,15,48,
34,"low water, lownitrogen",Mo040,16,53,
34,"low water, lownitrogen",Mo040,17,67,
35,"low water, lownitrogen",Mo044,1,60,
35,"low water, lownitrogen",Mo044,2,62,
35,"low water, lownitrogen",Mo044,3,59,
35,"low water, lownitrogen",Mo044,4,67,
35,"low water, lownitrogen",Mo044,5,61,
35,"low water, lownitrogen",Mo044,6,64,
35,"low water, lownitrogen",Mo044,7,51,
35,"low water, lownitrogen",Mo044,8,66,
35,"low water, lownitrogen",Mo044,9,63,
35,"low water, lownitrogen",Mo044,10,64,
35,"low water, lownitrogen",Mo044,11,56,
35,"low water, lownitrogen",Mo044,12,55,
35,"low water, lownitrogen",Mo044,13,63,
36,"low water, lownitrogen",Mo045,1,57,
36,"low water, lownitrogen",Mo045,2,50,
36,"low water, lownitrogen",Mo045,3,55,
36,"low water, lownitrogen",Mo045,4,58,
36,"low water, lownitrogen",Mo045,5,54,
36,"low water, lownitrogen",Mo045,6,51,
36,"low water, lownitrogen",Mo045,7,54,
36,"low water, lownitrogen",Mo045,8,54,
36,"low water, lownitrogen",Mo045,9,60,
36,"low water, lownitrogen",Mo045,10,60,
36,"low water, lownitrogen",Mo045,11,61,
36,"low water, lownitrogen",Mo045,12,50,
36,"low water, lownitrogen",Mo045,13,56,
36,"low water, lownitrogen",Mo045,14,39,
43,"low water, lownitrogen",B73,1,51,
43,"low water, lownitrogen",B73,2,49,
43,"low water, lownitrogen",B73,3,42,
43,"low water, lownitrogen",B73,4,48,
43,"low water, lownitrogen",B73,5,46,
43,"low water, lownitrogen",B73,6,44,
43,"low water, lownitrogen",B73,7,48,
43,"low water, lownitrogen",B73,8,44,
43,"low water, lownitrogen",B73,9,38,
43,"low water, lownitrogen",B73,10,41,
43,"low water, lownitrogen",B73,11,37,
43,"low water, lownitrogen",B73,12,46,
43,"low water, lownitrogen",B73,13,42,
43,"low water, lownitrogen",B73,14,50,
43,"low water, lownitrogen",B73,15,48,
43,"low water, lownitrogen",B73,16,44,
43,"low water, lownitrogen",B73,17,42,
43,"low water, lownitrogen",B73,18,52,
44,"low water, lownitrogen",Mo046,1,49,
44,"low water, lownitrogen",Mo046,2,42,
44,"low water, lownitrogen",Mo046,3,40,
44,"low water, lownitrogen",Mo046,4,48,
44,"low water, lownitrogen",Mo046,5,37,
44,"low water, lownitrogen",Mo046,6,50,
44,"low water, lownitrogen",Mo046,7,44,
44,"low water, lownitrogen",Mo046,8,49,
45,"low water, lownitrogen",Mo052,1,64,
45,"low water, lownitrogen",Mo052,2,61,
45,"low water, lownitrogen",Mo052,3,62,
45,"low water, lownitrogen",Mo052,4,61,
45,"low water, lownitrogen",Mo052,5,60,
45,"low water, lownitrogen",Mo052,6,62,
45,"low water, lownitrogen",Mo052,7,42,
45,"low water, lownitrogen",Mo052,8,64,
45,"low water, lownitrogen",Mo052,9,61,
45,"low water, lownitrogen",Mo052,10,60,
45,"low water, lownitrogen",Mo052,11,63,
45,"low water, lownitrogen",Mo052,12,63,
45,"low water, lownitrogen",Mo052,13,61,
45,"low water, lownitrogen",Mo052,14,32,
45,"low water, lownitrogen",Mo052,15,43,
45,"low water, lownitrogen",Mo052,16,63,
46,"low water, lownitrogen",Mo054,1,62,
46,"low water, lownitrogen",Mo054,2,69,
46,"low water, lownitrogen",Mo054,3,68,
46,"low water, lownitrogen",Mo054,4,64,
46,"low water, lownitrogen",Mo054,5,58,
46,"low water, lownitrogen",Mo054,6,61,
46,"low water, lownitrogen",Mo054,7,68,
46,"low water, lownitrogen",Mo054,8,69,
46,"low water, lownitrogen",Mo054,9,54,
46,"low water, lownitrogen",Mo054,10,54,
46,"low water, lownitrogen",Mo054,11,69,
46,"low water, lownitrogen",Mo054,12,69,
46,"low water, lownitrogen",Mo054,13,68,
46,"low water, lownitrogen",Mo054,14,65,
46,"low water, lownitrogen",Mo054,15,69,
46,"low water, lownitrogen",Mo054,16,57,
46,"low water, lownitrogen",Mo054,17,69,
46,"low water, lownitrogen",Mo054,18,71,
47,"low water, lownitrogen",Mo055,1,61,
47,"low water, lownitrogen",Mo055,2,53,
47,"low water, lownitrogen",Mo055,3,56,
47,"low water, lownitrogen",Mo055,4,59,
47,"low water, lownitrogen",Mo055,5,62,
47,"low water, lownitrogen",Mo055,6,64,
47,"low water, lownitrogen",Mo055,7,63,
47,"low water, lownitrogen",Mo055,8,64,
47,"low water, lownitrogen",Mo055,9,42,
47,"low water, lownitrogen",Mo055,10,63,
47,"low water, lownitrogen",Mo055,11,44,
47,"low water, lownitrogen",Mo055,12,59,
47,"low water, lownitrogen",Mo055,13,63,
47,"low water, lownitrogen",Mo055,14,63,
47,"low water, lownitrogen",Mo055,15,65,
48,"low water, lownitrogen",Mo057,1,68,
48,"low water, lownitrogen",Mo057,2,69,
48,"low water, lownitrogen",Mo057,3,58,
48,"low water, lownitrogen",Mo057,4,67,
48,"low water, lownitrogen",Mo057,5,61,
48,"low water, lownitrogen",Mo057,6,60,
48,"low water, lownitrogen",Mo057,7,58,
48,"low water, lownitrogen",Mo057,8,67,
48,"low water, lownitrogen",Mo057,9,57,
48,"low water, lownitrogen",Mo057,10,43,
48,"low water, lownitrogen",Mo057,11,62,
48,"low water, lownitrogen",Mo057,12,55,
48,"low water, lownitrogen",Mo057,13,58,
48,"low water, lownitrogen",Mo057,14,59,
48,"low water, lownitrogen",Mo057,15,54,
48,"low water, lownitrogen",Mo057,16,52,
48,"low water, lownitrogen",Mo057,17,53,
48,"low water, lownitrogen",Mo057,18,54,
55,"low water, lownitrogen",Mo058,1,63,
55,"low water, lownitrogen",Mo058,2,56,
55,"low water, lownitrogen",Mo058,3,51,
55,"low water, lownitrogen",Mo058,4,59,
55,"low water, lownitrogen",Mo058,5,60,
55,"low water, lownitrogen",Mo058,6,31,
55,"low water, lownitrogen",Mo058,7,58,
55,"low water, lownitrogen",Mo058,8,55,
55,"low water, lownitrogen",Mo058,9,58,
55,"low water, lownitrogen",Mo058,10,58,
55,"low water, lownitrogen",Mo058,11,59,
55,"low water, lownitrogen",Mo058,12,59,
55,"low water, lownitrogen",Mo058,13,59,
55,"low water, lownitrogen",Mo058,14,51,
55,"low water, lownitrogen",Mo058,15,57,
55,"low water, lownitrogen",Mo058,16,34,
55,"low water, lownitrogen",Mo058,17,51,
55,"low water, lownitrogen",Mo058,18,52,
56,"low water, lownitrogen",Mo060,1,65,
56,"low water, lownitrogen",Mo060,2,33,
56,"low water, lownitrogen",Mo060,3,65,
56,"low water, lownitrogen",Mo060,4,61,
56,"low water, lownitrogen",Mo060,5,66,
56,"low water, lownitrogen",Mo060,6,49,
56,"low water, lownitrogen",Mo060,7,54,
56,"low water, lownitrogen",Mo060,8,67,
56,"low water, lownitrogen",Mo060,9,64,
56,"low water, lownitrogen",Mo060,10,59,
56,"low water, lownitrogen",Mo060,11,50,
56,"low water, lownitrogen",Mo060,12,63,
56,"low water, lownitrogen",Mo060,13,47,
56,"low water, lownitrogen",Mo060,14,60,
56,"low water, lownitrogen",Mo060,15,63,
56,"low water, lownitrogen",Mo060,16,61,
57,"low water, lownitrogen",Mo061,1,71,
57,"low water, lownitrogen",Mo061,2,62,
57,"low water, lownitrogen",Mo061,3,68,
57,"low water, lownitrogen",Mo061,4,70,
57,"low water, lownitrogen",Mo061,5,70,
57,"low water, lownitrogen",Mo061,6,57,
57,"low water, lownitrogen",Mo061,7,65,
57,"low water, lownitrogen",Mo061,8,65,
57,"low water, lownitrogen",Mo061,9,60,
57,"low water, lownitrogen",Mo061,10,70,
57,"low water, lownitrogen",Mo061,11,64,
57,"low water, lownitrogen",Mo061,12,65,
57,"low water, lownitrogen",Mo061,13,68,
57,"low water, lownitrogen",Mo061,14,70,
57,"low water, lownitrogen",Mo061,15,61,
57,"low water, lownitrogen",Mo061,16,72,
57,"low water, lownitrogen",Mo061,17,69,
57,"low water, lownitrogen",Mo061,18,56,
58,"low water, lownitrogen",B73,1,53,
58,"low water, lownitrogen",B73,2,53,
58,"low water, lownitrogen",B73,3,58,
58,"low water, lownitrogen",B73,4,57,
58,"low water, lownitrogen",B73,5,52,
58,"low water, lownitrogen",B73,6,60,
58,"low water, lownitrogen",B73,7,62,
58,"low water, lownitrogen",B73,8,56,
58,"low water, lownitrogen",B73,9,55,
58,"low water, lownitrogen",B73,10,60,
58,"low water, lownitrogen",B73,11,61,
58,"low water, lownitrogen",B73,12,59,
58,"low water, lownitrogen",B73,13,52,
58,"low water, lownitrogen",B73,14,56,
58,"low water, lownitrogen",B73,15,54,
58,"low water, lownitrogen",B73,16,52,
58,"low water, lownitrogen",B73,17,53,
58,"low water, lownitrogen",B73,18,61,
58,"low water, lownitrogen",B73,19,68,
59,"low water, lownitrogen",Mo066,1,58,
59,"low water, lownitrogen",Mo066,2,62,
59,"low water, lownitrogen",Mo066,3,61,
59,"low water, lownitrogen",Mo066,4,65,
59,"low water, lownitrogen",Mo066,5,56,
59,"low water, lownitrogen",Mo066,6,61,
59,"low water, lownitrogen",Mo066,7,68,
59,"low water, lownitrogen",Mo066,8,68,
59,"low water, lownitrogen",Mo066,9,65,
59,"low water, lownitrogen",Mo066,10,62,
59,"low water, lownitrogen",Mo066,11,79,
59,"low water, lownitrogen",Mo066,12,67,
60,"low water, lownitrogen",Mo074,1,78,
60,"low water, lownitrogen",Mo074,2,69,
60,"low water, lownitrogen",Mo074,3,67,
60,"low water, lownitrogen",Mo074,4,71,
60,"low water, lownitrogen",Mo074,5,77,
60,"low water, lownitrogen",Mo074,6,68,
60,"low water, lownitrogen",Mo074,7,73,
60,"low water, lownitrogen",Mo074,8,72,
60,"low water, lownitrogen",Mo074,9,61,
60,"low water, lownitrogen",Mo074,10,74,
60,"low water, lownitrogen",Mo074,11,70,
60,"low water, lownitrogen",Mo074,12,67,
60,"low water, lownitrogen",Mo074,13,74,
60,"low water, lownitrogen",Mo074,14,61,
67,"low water, lownitrogen",Mo17 parent,1,63,
67,"low water, lownitrogen",Mo17 parent,2,63,
67,"low water, lownitrogen",Mo17 parent,3,66,
67,"low water, lownitrogen",Mo17 parent,4,69,
67,"low water, lownitrogen",Mo17 parent,5,69,
67,"low water, lownitrogen",Mo17 parent,6,65,
67,"low water, lownitrogen",Mo17 parent,7,65,
67,"low water, lownitrogen",Mo17 parent,8,66,
67,"low water, lownitrogen",Mo17 parent,9,66,
67,"low water, lownitrogen",Mo17 parent,10,64,
67,"low water, lownitrogen",Mo17 parent,11,65,
68,"low water, lownitrogen",Mo076,1,69,
68,"low water, lownitrogen",Mo076,2,63,
68,"low water, lownitrogen",Mo076,3,68,
68,"low water, lownitrogen",Mo076,4,70,
68,"low water, lownitrogen",Mo076,5,44,
68,"low water, lownitrogen",Mo076,6,42,
68,"low water, lownitrogen",Mo076,7,62,
68,"low water, lownitrogen",Mo076,8,68,
69,"low water, lownitrogen",Mo262,1,63,
69,"low water, lownitrogen",Mo262,2,60,
69,"low water, lownitrogen",Mo262,3,61,
69,"low water, lownitrogen",Mo262,4,57,
69,"low water, lownitrogen",Mo262,5,59,
69,"low water, lownitrogen",Mo262,6,56,
69,"low water, lownitrogen",Mo262,7,57,
69,"low water, lownitrogen",Mo262,8,62,
69,"low water, lownitrogen",Mo262,9,56,
69,"low water, lownitrogen",Mo262,10,65,
69,"low water, lownitrogen",Mo262,11,67,
69,"low water, lownitrogen",Mo262,12,61,
69,"low water, lownitrogen",Mo262,13,64,
69,"low water, lownitrogen",Mo262,14,62,
69,"low water, lownitrogen",Mo262,15,65,
69,"low water, lownitrogen",Mo262,16,65,
69,"low water, lownitrogen",Mo262,17,66,
70,"low water, lownitrogen",Mo264,1,49,
70,"low water, lownitrogen",Mo264,2,54,
70,"low water, lownitrogen",Mo264,3,50,
70,"low water, lownitrogen",Mo264,4,52,
70,"low water, lownitrogen",Mo264,5,54,
70,"low water, lownitrogen",Mo264,6,53,
70,"low water, lownitrogen",Mo264,7,50,
70,"low water, lownitrogen",Mo264,8,53,
70,"low water, lownitrogen",Mo264,9,51,
70,"low water, lownitrogen",Mo264,10,39,
70,"low water, lownitrogen",Mo264,11,54,
70,"low water, lownitrogen",Mo264,12,55,
70,"low water, lownitrogen",Mo264,13,53,
70,"low water, lownitrogen",Mo264,14,53,
71,"low water, lownitrogen",B73,1,71,
71,"low water, lownitrogen",B73,2,65,
71,"low water, lownitrogen",B73,3,63,
71,"low water, lownitrogen",B73,4,61,
71,"low water, lownitrogen",B73,5,63,
71,"low water, lownitrogen",B73,6,47,
71,"low water, lownitrogen",B73,7,62,
71,"low water, lownitrogen",B73,8,64,
71,"low water, lownitrogen",B73,9,59,
71,"low water, lownitrogen",B73,10,60,
71,"low water, lownitrogen",B73,11,64,
71,"low water, lownitrogen",B73,12,67,
71,"low water, lownitrogen",B73,13,60,
71,"low water, lownitrogen",B73,14,70,
72,"low water, lownitrogen",Mo265,1,67,
72,"low water, lownitrogen",Mo265,2,63,
72,"low water, lownitrogen",Mo265,3,61,
72,"low water, lownitrogen",Mo265,4,58,
72,"low water, lownitrogen",Mo265,5,66,
72,"low water, lownitrogen",Mo265,6,59,
72,"low water, lownitrogen",Mo265,7,66,
72,"low water, lownitrogen",Mo265,8,70,
72,"low water, lownitrogen",Mo265,9,62,
72,"low water, lownitrogen",Mo265,10,66,
72,"low water, lownitrogen",Mo265,11,60,
72,"low water, lownitrogen",Mo265,12,64,
79,"low water, lownitrogen",Mo266,1,56,
79,"low water, lownitrogen",Mo266,2,56,
79,"low water, lownitrogen",Mo266,3,49,
79,"low water, lownitrogen",Mo266,4,54,
79,"low water, lownitrogen",Mo266,5,50,
79,"low water, lownitrogen",Mo266,6,55,
79,"low water, lownitrogen",Mo266,7,50,
79,"low water, lownitrogen",Mo266,8,43,
79,"low water, lownitrogen",Mo266,9,45,
79,"low water, lownitrogen",Mo266,10,52,
79,"low water, lownitrogen",Mo266,11,49,
79,"low water, lownitrogen",Mo266,12,54,
79,"low water, lownitrogen",Mo266,13,53,
79,"low water, lownitrogen",Mo266,14,53,
79,"low water, lownitrogen",Mo266,15,52,
79,"low water, lownitrogen",Mo266,16,54,
79,"low water, lownitrogen",Mo266,17,51,
79,"low water, lownitrogen",Mo266,18,47,
79,"low water, lownitrogen",Mo266,19,57,
79,"low water, lownitrogen",Mo266,20,56,
80,"low water, lownitrogen",Mo267,1,50,
80,"low water, lownitrogen",Mo267,2,48,
80,"low water, lownitrogen",Mo267,3,36,
80,"low water, lownitrogen",Mo267,4,35,
80,"low water, lownitrogen",Mo267,5,48,
80,"low water, lownitrogen",Mo267,6,47,
80,"low water, lownitrogen",Mo267,7,41,
80,"low water, lownitrogen",Mo267,8,45,
80,"low water, lownitrogen",Mo267,9,49,
80,"low water, lownitrogen",Mo267,10,52,
80,"low water, lownitrogen",Mo267,11,52,
80,"low water, lownitrogen",Mo267,12,45,
80,"low water, lownitrogen",Mo267,13,52,
80,"low water, lownitrogen",Mo267,14,48,
80,"low water, lownitrogen",Mo267,15,52,
80,"low water, lownitrogen",Mo267,16,61,
80,"low water, lownitrogen",Mo267,17,54,
80,"low water, lownitrogen",Mo267,18,44,
81,"low water, lownitrogen",Mo269,1,49,
81,"low water, lownitrogen",Mo269,2,35,
81,"low water, lownitrogen",Mo269,3,52,
81,"low water, lownitrogen",Mo269,4,40,
81,"low water, lownitrogen",Mo269,5,47,
81,"low water, lownitrogen",Mo269,6,49,
81,"low water, lownitrogen",Mo269,7,39,
81,"low water, lownitrogen",Mo269,8,47,
81,"low water, lownitrogen",Mo269,9,57,
81,"low water, lownitrogen",Mo269,10,65,
81,"low water, lownitrogen",Mo269,11,49,
81,"low water, lownitrogen",Mo269,12,60,
81,"low water, lownitrogen",Mo269,13,36,
82,"low water, lownitrogen",Mo272,1,46,
82,"low water, lownitrogen",Mo272,2,60,
82,"low water, lownitrogen",Mo272,3,61,
82,"low water, lownitrogen",Mo272,4,62,
82,"low water, lownitrogen",Mo272,5,59,
82,"low water, lownitrogen",Mo272,6,53,
82,"low water, lownitrogen",Mo272,7,64,
82,"low water, lownitrogen",Mo272,8,61,
82,"low water, lownitrogen",Mo272,9,64,
82,"low water, lownitrogen",Mo272,10,61,
82,"low water, lownitrogen",Mo272,11,60,
82,"low water, lownitrogen",Mo272,12,66,
82,"low water, lownitrogen",Mo272,13,48,
82,"low water, lownitrogen",Mo272,14,62,
82,"low water, lownitrogen",Mo272,15,58,
82,"low water, lownitrogen",Mo272,16,63,
82,"low water, lownitrogen",Mo272,17,62,
82,"low water, lownitrogen",Mo272,18,57,
83,"low water, lownitrogen",Mo275,1,58,
83,"low water, lownitrogen",Mo275,2,53,
83,"low water, lownitrogen",Mo275,3,54,
83,"low water, lownitrogen",Mo275,4,45,
83,"low water, lownitrogen",Mo275,5,52,
83,"low water, lownitrogen",Mo275,6,56,
83,"low water, lownitrogen",Mo275,7,58,
83,"low water, lownitrogen",Mo275,8,47,
83,"low water, lownitrogen",Mo275,9,58,
83,"low water, lownitrogen",Mo275,10,55,
83,"low water, lownitrogen",Mo275,11,48,
83,"low water, lownitrogen",Mo275,12,43,
83,"low water, lownitrogen",Mo275,13,61,
83,"low water, lownitrogen",Mo275,14,45,
83,"low water, lownitrogen",Mo275,15,48,
83,"low water, lownitrogen",Mo275,16,62,
83,"low water, lownitrogen",Mo275,17,65,
84,"low water, lownitrogen",Mo276,1,66,
84,"low water, lownitrogen",Mo276,2,71,
84,"low water, lownitrogen",Mo276,3,67,
84,"low water, lownitrogen",Mo276,4,67,
84,"low water, lownitrogen",Mo276,5,70,
84,"low water, lownitrogen",Mo276,6,64,
84,"low water, lownitrogen",Mo276,7,66,
84,"low water, lownitrogen",Mo276,8,68,
84,"low water, lownitrogen",Mo276,9,67,
84,"low water, lownitrogen",Mo276,10,65,
84,"low water, lownitrogen",Mo276,11,62,
84,"low water, lownitrogen",Mo276,12,63,
84,"low water, lownitrogen",Mo276,13,64,
84,"low water, lownitrogen",Mo276,14,64,
84,"low water, lownitrogen",Mo276,15,64,
84,"low water, lownitrogen",Mo276,16,65,
84,"low water, lownitrogen",Mo276,17,49,
84,"low water, lownitrogen",Mo276,18,65,
84,"low water, lownitrogen",Mo276,19,63,
91,"low water, lownitrogen",Mo281,1,75,
91,"low water, lownitrogen",Mo281,2,63,
91,"low water, lownitrogen",Mo281,3,66,
91,"low water, lownitrogen",Mo281,4,61,
91,"low water, lownitrogen",Mo281,5,64,
91,"low water, lownitrogen",Mo281,6,62,
91,"low water, lownitrogen",Mo281,7,56,
91,"low water, lownitrogen",Mo281,8,61,
91,"low water, lownitrogen",Mo281,9,64,
91,"low water, lownitrogen",Mo281,10,71,
91,"low water, lownitrogen",Mo281,11,69,
91,"low water, lownitrogen",Mo281,12,57,
91,"low water, lownitrogen",Mo281,13,72,
91,"low water, lownitrogen",Mo281,14,74,
91,"low water, lownitrogen",Mo281,15,62,
91,"low water, lownitrogen",Mo281,16,73,
92,"low water, lownitrogen",Mo284,1,73,
92,"low water, lownitrogen",Mo284,2,78,
92,"low water, lownitrogen",Mo284,3,78,
92,"low water, lownitrogen",Mo284,4,78,
92,"low water, lownitrogen",Mo284,5,81,
92,"low water, lownitrogen",Mo284,6,84,
92,"low water, lownitrogen",Mo284,7,82,
92,"low water, lownitrogen",Mo284,8,75,
92,"low water, lownitrogen",Mo284,9,79,
93,"low water, lownitrogen",B73,1,57,
93,"low water, lownitrogen",B73,2,54,
93,"low water, lownitrogen",B73,3,54,
93,"low water, lownitrogen",B73,4,56,
93,"low water, lownitrogen",B73,5,57,
93,"low water, lownitrogen",B73,6,57,
93,"low water, lownitrogen",B73,7,48,
93,"low water, lownitrogen",B73,8,52,
93,"low water, lownitrogen",B73,9,57,
93,"low water, lownitrogen",B73,10,61,
93,"low water, lownitrogen",B73,11,58,
93,"low water, lownitrogen",B73,12,42,
93,"low water, lownitrogen",B73,13,61,
94,"low water, lownitrogen",Mo287,1,59,
94,"low water, lownitrogen",Mo287,2,58,
94,"low water, lownitrogen",Mo287,3,66,
94,"low water, lownitrogen",Mo287,4,62,
94,"low water, lownitrogen",Mo287,5,76,
94,"low water, lownitrogen",Mo287,6,57,
94,"low water, lownitrogen",Mo287,7,51,
94,"low water, lownitrogen",Mo287,8,62,
94,"low water, lownitrogen",Mo287,9,62,
94,"low water, lownitrogen",Mo287,10,66,
94,"low water, lownitrogen",Mo287,11,58,
94,"low water, lownitrogen",Mo287,12,60,
94,"low water, lownitrogen",Mo287,13,63,
94,"low water, lownitrogen",Mo287,14,65,
94,"low water, lownitrogen",Mo287,15,74,
95,"low water, lownitrogen",Mo288,1,71,
95,"low water, lownitrogen",Mo288,2,56,
95,"low water, lownitrogen",Mo288,3,72,
95,"low water, lownitrogen",Mo288,4,62,
95,"low water, lownitrogen",Mo288,5,67,
95,"low water, lownitrogen",Mo288,6,68,
95,"low water, lownitrogen",Mo288,7,68,
95,"low water, lownitrogen",Mo288,8,69,
95,"low water, lownitrogen",Mo288,9,64,
95,"low water, lownitrogen",Mo288,10,66,
95,"low water, lownitrogen",Mo288,11,73,
95,"low water, lownitrogen",Mo288,12,71,
95,"low water, lownitrogen",Mo288,13,69,
95,"low water, lownitrogen",Mo288,14,70,
95,"low water, lownitrogen",Mo288,15,73,
95,"low water, lownitrogen",Mo288,16,70,
96,"low water, lownitrogen",Mo296,1,62,
96,"low water, lownitrogen",Mo296,2,67,
96,"low water, lownitrogen",Mo296,3,64,
96,"low water, lownitrogen",Mo296,4,57,
96,"low water, lownitrogen",Mo296,5,66,
96,"low water, lownitrogen",Mo296,6,62,
96,"low water, lownitrogen",Mo296,7,68,
96,"low water, lownitrogen",Mo296,8,67,
96,"low water, lownitrogen",Mo296,9,65,
103,"low water, lownitrogen",Mo297,1,55,
103,"low water, lownitrogen",Mo297,2,61,
103,"low water, lownitrogen",Mo297,3,57,
103,"low water, lownitrogen",Mo297,4,58,
103,"low water, lownitrogen",Mo297,5,55,
103,"low water, lownitrogen",Mo297,6,60,
103,"low water, lownitrogen",Mo297,7,58,
103,"low water, lownitrogen",Mo297,8,59,
103,"low water, lownitrogen",Mo297,9,62,
103,"low water, lownitrogen",Mo297,10,60,
103,"low water, lownitrogen",Mo297,11,59,
103,"low water, lownitrogen",Mo297,12,61,
103,"low water, lownitrogen",Mo297,13,63,
103,"low water, lownitrogen",Mo297,14,62,
103,"low water, lownitrogen",Mo297,15,60,
103,"low water, lownitrogen",Mo297,16,49,
104,"low water, lownitrogen",B73,1,37,
104,"low water, lownitrogen",B73,2,49,
