,SNP Names,Position (cM),Mean LOD,Mean P Value,Variance LOD,Variance P Value,Joint LOD,Joint P Value,A Mean Est,A Mean Lower Bound,A Mean Upper Bound,A Standard Deviation Est,A Standard Deviation Lower Bound,A Standard Deviation Upper Bound,B Mean Est,B Mean Lower Bound,B Mean Upper Bound,B Standard Deviation Est,B Standard Deviation Lower Bound,B Standard Deviation Upper Bound
1411,gpm563b,3106.81,2.912498182,0.233109008,0.48604667,0.784253213,3.853072842,0.426255304,61.17926566,60.5140137,61.84451762,10.86203367,9.792545772,12.04832513,60.19672131,59.45545262,60.93799,9.925855224,8.735846291,11.2779688
1412,nfd105,3108.43,6.659213085,0.035807191,1.14732338,0.563458446,7.566265943,0.108822495,61.10271318,60.47590335,61.729523,9.494523696,8.557992941,10.53354225,58.52597403,57.75175575,59.3001923,9.125233949,7.977512505,10.4380776
1413,gpm936a,3109.13,6.678509881,0.03546337,1.017371051,0.601285434,7.662346547,0.104759931,61.74565217,61.08709451,62.40420984,10.60025166,9.548094052,11.76835237,59.20846906,58.46737384,59.94956427,9.834003683,8.652822029,11.17642639
1414,umc2027,3109.86,2.050945228,0.358626933,1.215232109,0.544647733,3.235051728,0.519288165,61.64495798,60.9867554,62.30316057,10.93930969,9.878037697,12.11460213,57.9009009,57.17580244,58.62599936,10.1639141,8.996497414,11.48281881
1415,gpm265,3110.12,7.058194554,0.029331382,1.865287464,0.393511994,8.693243015,0.069241378,61.5813449,60.90701452,62.25567529,12.02098853,10.87629719,13.28615454,59.59934853,58.8797751,60.31892196,10.56854827,9.348891442,11.94732158
1416,IDP852,3113.65,7.980443801,0.018495609,3.693842139,0.157722035,9.636996541,0.047007126,60.62101313,59.99108408,61.25094218,12.02960781,10.95914744,13.20462789,58.52597403,57.75177476,59.3001733,11.29288453,9.989890798,12.76582933
1417,mmp97,3114.56,7.069921013,0.029159909,6.237051182,0.044222322,8.798501096,0.066338133,60.78813559,60.10193345,61.47433773,10.79617799,9.724970086,11.98537972,58.48447205,57.76503612,59.20390797,9.510572339,8.38034946,10.79322368
1418,gpm458,3121.77,3.932306323,0.139994357,1.917601973,0.383352255,5.826833509,0.212459072,60.85434783,60.17982282,61.52887284,10.44092218,9.389296276,11.61033294,60.29591837,59.5684837,61.02335304,9.165652037,8.025865997,10.46730375
1419,gpm654,3122.18,5.527111706,0.063067112,2.723542354,0.256206588,9.043866037,0.060012342,61.32613909,60.59829254,62.05398563,11.31987863,10.15210741,12.62197561,60.15099715,59.49029225,60.81170205,9.602331324,8.527796872,10.81226116
1420,AY110310,3122.46,0.298716244,0.861260623,3.124234392,0.209691643,3.570891048,0.467181386,60.66796117,60.01439662,61.32152571,12.5367612,11.41259268,13.77166308,58.34769231,57.62657228,59.06881233,11.07865446,9.84296766,12.46946947
1421,mpik3,3127.26,0.544082177,0.761822958,1.577773226,0.454350382,2.127695155,0.71228613,60.8909465,60.22024068,61.56165233,9.585815864,8.603912037,10.67977745,59.07739938,58.35575564,59.79904312,8.586972161,7.520903994,9.804152659
1422,IDP1667,3129.8,0.811948354,0.666327374,2.29396058,0.317594366,2.616541828,0.623895625,60.55010225,59.8780281,61.2221764,11.2333106,10.15555151,12.42544701,59.07739938,58.35575893,59.79903983,9.941887713,8.781551441,11.25554317
1423,IDP2466,3131.26,1.590983211,0.45135929,3.133103536,0.208763809,3.947892502,0.413103763,60.71368421,60.02727198,61.40009644,11.85408153,10.72217273,13.10548267,58.73770492,58.05010561,59.42530423,10.53887216,9.40029017,11.81536148
1424,IDP1943,3133.76,2.884231254,0.236427038,2.443499471,0.294714044,4.436896186,0.350095674,60.76172608,60.11962733,61.40382483,11.38814405,10.34595398,12.53531817,58.28246753,57.54125169,59.02368337,10.1212528,8.920750472,11.4833117
1425,IDP1684,3133.77,2.884222186,0.23642811,2.443475944,0.294717511,4.436871668,0.350098632,60.76172608,60.11962733,61.40382483,11.38814405,10.34595398,12.53531817,58.28246753,57.54125169,59.02368337,10.1212528,8.920750472,11.4833117
1426,IDP2349,3135.98,1.860876286,0.394380877,3.260042961,0.195925365,4.303188698,0.366525977,60.36111111,59.68888944,61.03333278,11.24942027,10.18034574,12.43076214,59.09495549,58.3969095,59.79300148,9.722152932,8.60452792,10.98494403
1427,IDP600,3138.76,1.486273788,0.475619605,2.322424308,0.313106418,3.040680052,0.551040923,59.56531532,58.83981498,60.29081565,12.68042673,11.45245,14.04007194,59.89402174,59.20861633,60.57942715,11.01885,9.852518255,12.32325099
1428,IDP308,3139.55,1.481527695,0.476749613,2.314681232,0.31432097,3.030951498,0.552659169,59.99383984,59.31717062,60.67050906,6.714769204,5.904413292,7.636343059,59.66101695,58.95859571,60.36343819,6.161034296,5.298363974,7.164163086
1429,IDP851,3140.9,0.0272637,0.986460643,0.881530338,0.643543813,0.887511674,0.926345597,60.28874735,59.6120319,60.96546279,8.306170335,7.389697607,9.336304311,59.9915493,59.28304313,60.70005546,7.704087534,6.73343913,8.814658244
1430,gpm366,3146.69,2.226689544,0.328458503,0.150352172,0.927580138,2.637188734,0.620249637,59.92,59.23535653,60.60464347,9.625988263,8.594415157,10.78137934,61.58181818,60.84889035,62.31474602,9.157087983,8.051744433,10.41417311
1431,gpm903b,3149.47,2.729324399,0.255466958,0.23844806,0.887608928,3.293619914,0.509943761,61.03206413,60.40938873,61.65473952,7.29810623,6.482420783,8.216429684,59.64285714,58.72509347,60.56062081,7.055067374,5.877005871,8.469274448
1432,bnlg2291,3152.27,0.9407753,0.624760033,3.748546254,0.153466477,4.177775377,0.382480872,59.74715262,59.10171735,60.39258789,10.19601163,9.161234786,11.34766825,60.87153652,60.17649311,61.56657993,10.41447646,9.306030755,11.65494965
1433,bnlg1137,3152.47,1.014189862,0.602242596,0.289944731,0.865046198,1.079512662,0.897508979,59.63970588,58.952964,60.32644776,11.91685893,10.72869098,13.23661264,60.12834225,59.37894065,60.87774384,12.41933848,11.12897292,13.85931742
1434,gsy289b,3159.18,1.16593354,0.558239738,0.034910992,0.982695969,1.404386007,0.84343235,60.41595442,59.68397051,61.14793832,10.77475824,9.580117022,12.11837131,61.25386997,60.5331392,61.97460074,10.23049488,9.050941813,11.56377178
1435,gpm117c,3160.82,0.917309136,0.632133566,0.105808071,0.948471028,1.1488152,0.886451801,60.40503432,59.75645959,61.05360906,10.03575581,9.007487461,11.18140826,62.17142857,61.40667806,62.93617908,10.04546101,8.844526976,11.40946115
1436,IDP3905,3166.72,1.472757118,0.478844888,1.561714931,0.458013112,2.289003222,0.682771906,59.67521368,58.99416193,60.35626542,10.87873732,9.802701892,12.07288836,60.07774799,59.37441264,60.78108334,10.12178061,9.007212568,11.37426723
1437,umc104a,3168.77,0.383932895,0.82533456,1.381812155,0.501121808,1.754850693,0.780731479,60.31470588,59.50773957,61.1216722,11.86596653,10.54179566,13.3564685,58.65096953,57.93534153,59.36659752,10.92476819,9.73959232,12.25416383
1438,mmp147,3170.87,1.166397693,0.558110199,0.501677444,0.77814786,1.873361249,0.759036711,59.13946588,58.30445576,59.97447599,11.18485408,9.889403667,12.65000044,61.26666667,60.52040163,62.0129317,9.618107388,8.441672811,10.95849031
1439,umc2038,3171.37,1.992607686,0.369241697,0.445094218,0.800477296,2.941530556,0.567657323,59.50221239,58.817884,60.18654078,13.45714673,12.21493858,14.82568225,60.65833333,59.94492863,61.37173804,12.54601312,11.25576299,13.98416485
1440,umc19,3174.27,0.779557365,0.677206736,1.085474108,0.58115542,1.840106995,0.765136945,59.70669746,59.00237595,60.41101897,11.22081849,10.08544022,12.48401308,58.94339623,58.17443847,59.71235398,10.56787071,9.33094856,11.9687608
1441,IDP1671,3181.68,2.382156034,0.303893485,2.793612376,0.247385807,5.106398757,0.276553511,58.44758065,57.78320915,59.11195214,12.36868966,11.23472762,13.61710662,61.87536232,61.16854937,62.58217527,11.06162475,9.857026231,12.41343374
1442,IDP1421,3182.89,2.002737599,0.367376232,3.133711964,0.20870031,5.084762538,0.278710382,58.5031185,57.82253467,59.18370234,14.09097691,12.83785512,15.46641775,61.65833333,60.97098866,62.34567801,12.34629517,11.08618114,13.74964043
1443,bnlg1189,3188.07,2.436354068,0.295768852,4.18681656,0.123266293,6.545682461,0.161934681,58.87557604,58.17088458,59.5802675,12.55882149,11.34240326,13.90569472,61.32915361,60.62769133,62.03061588,10.81615327,9.604319991,12.18089065
1444,bnl5.24b,3190.27,1.916625196,0.383539526,0.900696988,0.637405981,2.77060095,0.596918093,58.65555556,57.96344489,59.34766622,13.68300965,12.42085675,15.07341698,61.36724566,60.69882618,62.03566513,12.53457888,11.31608901,13.88427288
1445,asg33,3197.57,0.291265312,0.864475205,0.163962172,0.921289384,0.458582685,0.977405679,59.84044527,59.23787524,60.4430153,11.55205523,10.52781164,12.67594678,60.66181818,59.7953937,61.52824266,11.84180885,10.39844588,13.48551875
1446,gpm108a,3199.89,1.769401547,0.412837687,1.095786739,0.578166512,2.150601366,0.708082524,59.9059633,59.23282484,60.57910177,9.082114694,8.098109904,10.18568633,62.25541126,61.43571414,63.07510838,8.211643077,7.014683881,9.612846874
1447,umc1775,3203.27,1.25511805,0.533893432,0.087476847,0.957204307,1.301898833,0.861053284,59.19512195,58.58100587,59.80923803,13.03729248,11.92210452,14.25679459,61.4125,60.63523138,62.18976862,12.7933321,11.39893404,14.35830278
1448,IDP1980,3206.13,1.948270057,0.377518755,3.023636311,0.220508694,4.160413153,0.384731377,59.40517241,58.82269644,59.98764839,13.88995214,12.77954619,15.0968405,60.85057471,59.94439625,61.75675318,14.49378069,12.80087921,16.41056644
1449,umc1667,3209.47,0.562588018,0.754806383,0.048266279,0.976155736,0.618879509,0.960942815,59.38939671,58.78621325,59.99258017,12.9901486,11.89318195,14.18829389,60.90196078,60.10175653,61.70216504,12.89248257,11.45797325,14.50658884
1450,AY109534,3212.17,5.291068834,0.070967417,1.466634428,0.480313043,6.614061296,0.157743982,61.38004751,60.72118056,62.03891445,11.62609983,10.48390822,12.89272992,60.2371134,59.39590491,61.07832189,12.29866039,10.86022725,13.92761347
1451,umc1808,3212.97,0.737383818,0.691638465,1.140039362,0.565514309,2.067076995,0.723423033,60.61721612,60.03509852,61.19933372,11.36753943,10.36973827,12.46135143,58.5276873,57.69305782,59.36231677,12.16109745,10.75879684,13.7461738
1452,mmp3,3215.97,1.132028521,0.567783974,0.895702696,0.638999666,1.918099768,0.750819291,60.34408602,59.71180325,60.97636879,12.18570587,11.06079745,13.42502005,59.22807018,58.12872866,60.32741169,12.81941408,10.92705136,15.03949893
1453,gpm874a,3216.75,5.059628285,0.079673827,0.229384893,0.891640329,7.189641129,0.126199554,61.11752137,60.50218899,61.73285375,7.678372761,6.828208582,8.634388882,61.00694444,60.1865613,61.82732759,7.954569005,6.849392742,9.238069773
1454,asg27a,3218.17,0.979045779,0.612918754,1.377500395,0.502203332,2.204337227,0.698235299,61.0811359,60.47889543,61.68337638,8.917506122,8.014989977,9.921648769,58.39032258,57.56395421,59.21669096,9.576166947,8.370525418,10.95546203
1455,umc1476,3222.17,2.931844788,0.230864945,2.211682451,0.330932376,4.012682579,0.40429217,59.97639485,59.35564792,60.59714178,7.607843552,6.758079641,8.564457151,59.63938619,58.88489204,60.39388034,8.274509448,7.270879299,9.4166749
1456,bnlg1444,3222.57,0.701337224,0.704217084,3.184442746,0.20347312,3.611299547,0.461157976,60.23899371,59.62521302,60.8527744,11.04233199,10.00228238,12.19052723,59.63938619,58.88490322,60.39386916,12.19197812,10.93005716,13.59959315
1457,gol1,3223.37,0.304480607,0.858781888,2.285062283,0.319010538,2.548454592,0.63598077,60.38415842,59.79576661,60.97255022,11.30180511,10.28046559,12.42461226,59.39118457,58.59123875,60.1911304,12.91589378,11.55064719,14.44250781
1458,gpm433,3224.37,2.502362512,0.286166561,1.466880651,0.480253915,4.745157009,0.314459207,60.275,59.61496883,60.93503117,10.85815812,9.74532858,12.09806285,62.46715328,61.6019282,63.33237837,11.70857764,10.27461095,13.3426746
1459,bnl7.65,3224.87,0.320525683,0.85191984,1.171516215,0.556683676,1.452042041,0.835101296,59.5070028,58.76291418,60.25109143,12.13915262,10.85279757,13.57797613,59.85245902,59.0010594,60.70385863,12.79896534,11.33820715,14.44792036
1460,bnl10.05,3226.17,0.072215511,0.964536354,1.002347302,0.605819222,1.05809663,0.900862366,59.05800464,58.39643093,59.71957835,8.53426007,7.586960667,9.599838214,59.98507463,59.16734472,60.80280453,9.156284597,8.012357838,10.46353013
1461,bnlg2244,3227.17,2.174908376,0.337073528,2.7568995,0.251968865,3.89437507,0.42048932,60.30434783,59.68664862,60.92204704,11.04658664,9.992765938,12.21154154,59.37055838,58.60852389,60.13259286,12.49597533,11.21300343,13.92574258
1462,umc1899,3230.67,1.032533842,0.596744088,1.856240377,0.395296095,2.86353616,0.580915784,60.83585313,60.2219084,61.44979786,7.809359114,6.949389985,8.775747211,58.97777778,58.23182452,59.72373104,8.646623733,7.632574856,9.795397148
1463,gpm466a,3233.68,4.53395442,0.103624944,1.220713362,0.543157101,7.070994391,0.132183723,60.11034483,59.46837753,60.75231212,9.706111465,8.700190021,10.82833818,61.67567568,60.89421767,62.45713369,10.25731732,9.051600048,11.62364201
1464,umc158,3233.97,2.997269089,0.223435043,1.568832929,0.456385941,5.34104851,0.254058746,60.16923077,59.4982672,60.84019434,10.49286094,9.387936643,11.7278306,58.62739726,57.85554502,59.3992495,11.56566482,10.30906596,12.97543378
1465,gpm805a,3234.08,3.364291271,0.185974514,1.514414504,0.468974327,5.738774927,0.219524541,60.09738717,59.42723221,60.76754213,7.689532298,6.784759862,8.714959434,60.99344262,60.1765226,61.81036264,7.913503788,6.831188849,9.167297755
1466,bnlg2162,3235.77,0.497543884,0.779757783,0.832008768,0.659677378,1.322596528,0.857530201,60.54867257,59.91540327,61.18194186,11.62976222,10.52682523,12.84825827,59.3765586,58.63576733,60.11734988,12.74464658,11.46528647,14.16676478
1467,mmp70,3236.07,0.549404651,0.759798262,0.779361129,0.677273185,1.453313198,0.834878009,59.89211618,59.27019576,60.5140366,9.007991316,8.083503241,10.03821056,60.06476684,59.31860554,60.81092814,9.563041922,8.473133029,10.79314705
1468,IDP1991,3238.96,0.754850373,0.685624494,2.276894256,0.320316046,2.665333261,0.61529433,60.57505774,59.93689423,61.21322124,9.727723438,8.721292806,10.85029541,59.08823529,58.33826941,59.83820118,10.92312863,9.760794471,12.22387578
1469,IDP100,3240.77,2.672861194,0.262781971,2.753631957,0.252380861,3.963209847,0.411007752,59.60731707,58.92756816,60.28706599,10.71475452,9.606821234,11.95046328,58.24581006,57.45480305,59.03681706,11.55860151,10.28434923,12.99073629
1470,gpm39,3245.32,0.322964934,0.85088145,1.247918867,0.535818694,1.400011782,0.844192969,59.44152745,58.76780587,60.11524902,12.20089082,11.012944,13.51697937,62.49216301,61.73217685,63.25214917,12.01774979,10.68652751,13.51480263
1471,AY112127,3247.77,0.103062432,0.949774001,0.143378465,0.93082012,0.349204397,0.986420384,60.56501182,59.89698869,61.23303495,12.25857459,11.0740299,13.56982529,59.40224719,58.71813144,60.08636294,12.84895649,11.63692844,14.18722162
1472,IDP188,3248.52,0.952416461,0.62113413,2.308330936,0.315320572,2.706509605,0.608075997,59.73923445,59.05741316,60.42105574,9.009873258,8.013518848,10.13010859,59.96690307,59.26079606,60.67301008,9.323133546,8.297899693,10.47503854
1473,ufg23,3259.97,1.02522176,0.598929802,1.308656065,0.519791228,2.351407954,0.671425848,60.47712418,59.85999994,61.09424843,11.46458723,10.38646503,12.65461924,60.27725857,59.42925213,61.125265,13.07451349,11.61816244,14.71341994
1474,IDP276,3266.07,2.840365677,0.241669826,3.019905862,0.220920376,4.660966095,0.323885346,59.73923445,59.05741316,60.42105574,9.009873258,8.013518848,10.13010859,59.96690307,59.26079606,60.67301008,9.323133546,8.297899693,10.47503854
1475,AY110631,3270.07,3.736230921,0.154414388,1.151684859,0.562231029,3.845343994,0.427340683,59.88968825,59.20851427,60.57086223,9.387768968,8.367246097,10.53276134,60.11450382,59.37707646,60.85193117,9.793454943,8.698664697,11.02603251
1476,umc2285,3274.97,3.900204241,0.142259543,1.053100096,0.590639135,3.99101993,0.407222534,59.67924528,58.9464853,60.41200527,10.80956071,9.631291171,12.13197698,60.91666667,60.22370906,61.60962428,10.72898071,9.610847697,11.97719814
1477,npi270,3276.67,1.085630147,0.58111008,0.187275585,0.910612533,1.198482033,0.878348478,57.65,56.88797637,58.41202363,14.2068008,12.77727552,15.79626178,61.59416446,60.86402001,62.3243089,13.93182037,12.56030706,15.45309504
1478,ssu1,3282.17,1.025976218,0.598703911,3.056039669,0.216964869,4.514748068,0.340802321,59.03722084,58.39657896,59.67786273,9.557055228,8.538642633,10.69693493,60.74346793,60.0523186,61.43461727,10.4196499,9.332014781,11.63404758
1479,gpm867,3282.86,6.806862984,0.033258946,0.271481432,0.873068976,7.451809305,0.113853169,59.34128878,58.66959502,60.01298255,10.53306749,9.448072835,11.7426604,63.14626866,62.41066176,63.88187555,10.33633965,9.153070461,11.67257673
1480,gpm307c,3284.17,4.060287789,0.131316624,1.359760955,0.506677548,4.488008073,0.343971781,59.41831683,58.73599146,60.1006422,11.18735106,10.04366615,12.46126881,62.77077364,62.05090096,63.49064632,10.98681265,9.783206964,12.3384952
1481,npi444,3284.18,4.052551626,0.131825551,1.404520379,0.495464194,4.471500666,0.345940152,58.99315068,58.16578035,59.82052102,8.793962498,7.625904662,10.14093145,61.203125,60.39284274,62.01340726,8.975746554,7.833343093,10.28475649
1482,umc15a,3285.88,3.859017755,0.145219502,0.610364526,0.736989036,4.177599042,0.382503678,58.33333333,57.63518121,59.03148545,12.51391211,11.27917085,13.88382163,61.37016575,60.61031299,62.1300185,12.86060961,11.52235531,14.35429435
1483,gpm772a,3287.8,7.412018499,0.024575402,1.037289909,0.595326696,10.45703643,0.033393976,59.51435407,58.79906365,60.22964448,12.97340704,11.71134026,14.37147984,62.5641791,61.87433476,63.25402345,11.27392418,10.05601417,12.63933843
1484,gpm484b,3290.11,6.758732946,0.034069032,0.889747676,0.640905129,9.760232056,0.044666141,59.98297872,59.32484519,60.64111226,7.237792737,6.394827631,8.191877362,61.86217949,61.14111455,62.58324442,6.650715724,5.713001383,7.742343592
1485,umc2187a,3291.78,1.846880686,0.397150355,0.353138473,0.838140747,2.330104894,0.675293505,59.19047619,58.51545694,59.86549544,11.54861685,10.43207629,12.78466024,60.9566474,60.22463354,61.68866126,10.89661242,9.688666369,12.25516059
1486,umc1842,3294.88,0.187736777,0.910402574,0.454315014,0.796795272,0.635408553,0.959048877,59.54298643,58.86136244,60.22461041,13.39570276,12.15055653,14.76844719,60.3030303,59.59620939,61.00985122,13.15431114,11.86603227,14.58245668
1487,AY109980,3295.48,0.230794793,0.891011988,0.509130443,0.775253488,0.731055539,0.94744464,59.57765668,58.8045343,60.35077905,11.9498316,10.66895187,13.3844896,60.11915888,59.46229778,60.77601998,11.03918679,9.938956684,12.261211
1488,umc1132,3295.58,0.117460869,0.942960925,0.137182111,0.933708437,0.250701745,0.992770262,60.08470588,59.38937624,60.78003552,10.6977703,9.593560131,11.92907407,59.76633166,59.05774196,60.47492136,10.56590653,9.440929977,11.82493474
1489,mbd121,3295.8,2.349504297,0.30889553,1.782953465,0.410049772,2.831683146,0.58637611,59.64989059,58.98564102,60.31414016,12.54136031,11.36940517,13.83412027,60.69945355,59.97233333,61.42657378,12.29749838,11.0206408,13.72229339
1490,AY105971,3296.38,0.059926085,0.970481399,0.124777667,0.9395175,0.18055677,0.996162062,59.81567797,59.16200056,60.46935537,10.65692617,9.612158199,11.81525242,59.88888889,59.12637339,60.65140439,10.71329079,9.505148313,12.07499302
1491,AY110989,3296.98,1.339387215,0.511865386,0.074450282,0.963459197,1.341414236,0.854310851,59.61601643,58.984883,60.24714986,11.5036075,10.4330815,12.6839789,59.86510264,59.08961771,60.64058757,11.80397042,10.50345575,13.26551193
1492,IDP867,3298.6,1.155661672,0.561114196,3.261910064,0.195742544,3.759236993,0.439568956,59.67391304,59.01205193,60.33577416,10.60136367,9.547209696,11.77191193,60.07086614,59.33914302,60.80258927,10.65941056,9.500669918,11.95947596
1493,IDP307,3298.82,1.017306132,0.601304952,3.328215571,0.189359532,3.797395839,0.434119136,59.96106557,59.32070816,60.60142298,8.459443573,7.560968777,9.464684708,59.84023669,59.05761122,60.62286215,8.576149488,7.493733141,9.814913163
1494,rz596b,3299.08,0.729170009,0.694484799,0.497111478,0.779926387,1.252164838,0.869437593,59.23545706,58.47767038,59.99324375,13.51867293,12.13767451,15.05679836,59.44117647,58.74506189,60.13729105,13.20938221,11.9360846,14.61851052
1495,IDP324,3309.75,1.529109036,0.465541275,0.260075199,0.878062416,1.61796023,0.805560556,59.96202532,59.33243078,60.59161985,8.223732999,7.337062958,9.21755542,59.71389646,58.93660616,60.49118675,8.790819475,7.721847105,10.00777482
1496,mmp178,3311.08,0.575991896,0.74976463,0.146873763,0.929194793,0.644673478,0.957972401,59.75720165,59.09351414,60.42088915,12.01811546,10.89777869,13.2536275,60.21301775,59.47456978,60.95146572,11.21250261,9.971080572,12.60848449
1497,umc2286,3313.78,1.714126641,0.4244066,0.183731183,0.912227752,2.019117047,0.732242551,60.18241758,59.51062756,60.85420761,10.86251623,9.783712809,12.06027417,59.83116883,59.02604992,60.63628774,10.72652367,9.445956043,12.18069504
1498,umc2188,3314.18,2.230426705,0.327845325,0.34871886,0.839994924,2.824008959,0.587695488,60.13138686,59.42863981,60.83413392,11.16914997,10.02025729,12.44977125,59.78328173,59.00207499,60.56448848,11.02164634,9.751464642,12.45727617
1499,umc52a,3319.08,0.360747835,0.834957948,1.400113331,0.496557165,1.585429085,0.811408569,59.54746137,58.89737193,60.19755081,12.62544767,11.45470639,13.91584589,59.68690096,58.83303572,60.5407662,13.74278918,12.22450783,15.44964077
1500,AY110170,3321.58,0.397351325,0.819815747,1.606630074,0.447841888,1.816129379,0.769530098,60.37330317,59.71280503,61.03380131,11.29109661,10.18398445,12.51856416,59.9204893,59.07392327,60.76705533,12.35313233,10.95646344,13.92784078
1501,IDP2357,3323.45,1.794704104,0.407647662,1.7884966,0.408914864,2.821986769,0.588043397,60.22540984,59.58508965,60.86573003,11.33556578,10.26969264,12.512064,59.33994334,58.57640465,60.10348203,11.48275905,10.22403778,12.89644642
1502,IDP113,3328.76,1.639865496,0.440461275,2.442400747,0.294875993,3.285796855,0.511185765,60.16,59.54738487,60.77261513,10.71241321,9.705874905,11.82333359,59.40469208,58.59354554,60.21583863,11.61613523,10.3079302,13.0903678
1503,IDP4063,3330.71,1.950853571,0.377031408,1.415556905,0.492737623,2.58710508,0.629109094,59.3,58.69057656,59.90942344,12.66194954,11.56816281,13.8591554,60.79742765,59.97335738,61.62149792,13.09787159,11.64072808,14.73741497
1504,IDP513,3331.05,1.951648401,0.376881599,1.413628664,0.49321291,2.586876613,0.629149626,59.3,58.69057656,59.90942344,12.66194954,11.56816281,13.8591554,60.79742765,59.97335738,61.62149792,13.09787159,11.64072808,14.73741497
1505,gpm816,3333.06,1.693494237,0.428807526,1.114514958,0.572777767,2.158551128,0.706624397,59.85021097,59.22926753,60.47115441,8.728694775,7.816693514,9.747102447,62.07142857,61.20914161,62.93371554,9.020420944,7.784848139,10.45209779
1506,gpm449b,3333.2,1.670761044,0.433709414,1.096326032,0.578010632,2.126186877,0.712563026,60.11650485,59.52700378,60.70600592,8.143902049,7.303370277,9.081169114,61.92134831,61.04929216,62.79340447,8.570567537,7.367247875,9.97042982
1507,gpm609,3333.54,3.622997392,0.163409053,0.054597544,0.973070472,5.728511135,0.220361365,59.46981627,58.74288919,60.19674335,13.6126851,12.26772049,15.10510414,61.46014493,60.66368884,62.25660102,12.70761227,11.24556292,14.35974444
1508,gpm276b,3339.42,6.894034012,0.031840475,0.931039761,0.627808635,7.742311336,0.101487011,59.40667976,58.79880439,60.01455514,11.04617822,10.02917969,12.16630443,63.20512821,62.39716438,64.01309204,10.77639124,9.44489397,12.29559681
1509,IDP1422,3339.88,2.198774139,0.333075173,1.39463757,0.497918542,2.82242722,0.587967611,58.92125984,58.29592841,59.54659128,10.23841384,9.255932659,11.32518158,60.95283019,60.14103634,61.76462404,10.48216888,9.227325263,11.90766135
1510,php10025,3339.89,0.974310448,0.61437166,0.162261035,0.922073337,1.243653173,0.870860435,58.39285714,57.74089895,59.04481533,11.88681243,10.77427901,13.11422413,61.33090909,60.46088805,62.20093013,12.04547205,10.58463766,13.7079229
1511,gpm353,3340.12,4.402965078,0.11063901,0.343627703,0.842135921,5.751558702,0.218486165,59.2259332,58.61370935,59.83815705,11.00868721,9.991149097,12.12985543,63.58527132,62.76027463,64.41026801,10.59927863,9.249428958,12.14612361
1512,AY111962,3342.26,2.522911322,0.283241423,2.256689638,0.323568378,3.646384473,0.455971946,59.60545455,59.02516617,60.18574292,12.0454959,11.01511961,13.17225565,60.2310231,59.36369688,61.09834933,13.29889,11.78943208,15.0016111
1513,nfd107,3344.28,3.683989992,0.158500902,1.750399855,0.416778686,3.869326578,0.423979334,59.78119349,59.19011149,60.37227549,11.11821217,10.13195149,12.20047707,59.55109489,58.67540294,60.42678685,11.55349713,10.12515729,13.1833306
1514,gpm611,3345.71,3.66792396,0.15977927,0.226643224,0.892863458,4.871048649,0.30078644,60.54460967,59.94837516,61.14084418,10.41923342,9.459889161,11.47586649,61.88108108,60.93005207,62.8321101,9.815729995,8.325014692,11.57337962
1515,IDP210,3348.31,1.41068978,0.49393819,2.159165784,0.339737203,2.675267777,0.613549318,59.86577181,59.28497256,60.44657107,10.07754909,9.173519244,11.07066906,59.8244898,58.90613299,60.74284661,10.19851648,8.807889068,11.80870213
1516,IDP1621,3349.81,0.710629338,0.700952841,1.68804507,0.429977441,1.84500468,0.764239009,60.10526316,59.49857753,60.71194879,9.324942374,8.426458941,10.31922791,59.37586207,58.54111301,60.21061113,9.310786415,8.09720446,10.70625598
1517,umc1854,3355.79,2.753430379,0.2524063,1.388002021,0.499573267,3.026458397,0.553407456,59.46631206,58.85704455,60.07557956,14.04511709,12.89902079,15.29304568,59.67965368,58.79765462,60.56165274,13.02284425,11.40093777,14.87548444
1518,mmp24,3358.69,4.617187703,0.099400926,2.980117975,0.225359362,5.518687154,0.23809174,59.11685824,58.48260097,59.7511155,13.08349297,11.94575265,14.32959422,61.15506329,60.38409865,61.92602793,12.39984841,11.03152182,13.93789932
1519,gpm321b,3358.77,2.898748986,0.234717059,1.660390289,0.435964202,5.380985408,0.250390713,60.91919192,60.30649885,61.53188499,9.148099628,8.227717954,10.17143846,61.38235294,60.58220105,62.18250483,8.899942484,7.713701938,10.26860732
1520,mmp134,3359.59,3.105165753,0.211700471,2.332547319,0.311525632,4.612384238,0.329428808,59.69155206,59.02701946,60.35608466,14.56523368,13.31742003,15.92996479,60.60465116,59.83472851,61.37457381,12.99228332,11.56387824,14.5971293
1521,npi449b,3361.69,0.064872442,0.968084191,0.359072579,0.835657625,0.420091891,0.980799116,57.99745547,57.28076815,58.7141428,5.20821992,4.428653569,6.125011658,59.54878049,58.69259219,60.40496878,5.028655936,4.096828933,6.172427733
1522,gpm602b,3361.74,0.121638824,0.940993156,1.052549491,0.590801762,1.362441155,0.850695938,60.87238095,60.25365779,61.49110411,10.36194416,9.385804614,11.43960386,60.44747082,59.65564966,61.23929198,9.399629427,8.160101157,10.82744339
1523,umc1650,3362.19,0.249144673,0.882874395,0.260589427,0.877836683,0.479852817,0.975432439,59.88867562,59.25469716,60.52265408,10.68988918,9.684449273,11.79971389,60.49211356,59.7229334,61.26129372,10.17983427,8.969019483,11.55410867
